Front,Back,Tags,Deck,Card_Type,Priority,Source_Reference,GUID
The voluntary-retirement rule's sub-rule (4)(b): curtailed (&lt;3-month) VR notice is relaxed only if{{c1::no administrative inconvenience}}+{{c2::no commutation application before 3-month expiry}}.,<b>Rule:</b> Commutation-bar is the price of early exit. Request must be in writing with reasons — the voluntary-retirement rule's sub-rule.<br><br><b>Hinglish:</b> Chhoti-notice-par-mutual-fayda-rok.<br><br><b>Ref:</b> Rule 43(4); Rule 43(4)(a); Rule 43(a),CCS_Pension Rule_43 Voluntary_Retirement Bare_Text_Verified CCS_Pension::Rule_43 Priority::High,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,Cloze,HIGH,"Rule 43(4)(a), (b)",CCS21-7d4dc9ee
The voluntary-retirement rule's sub-rule (5): disabled servant (RPwD s.20 applies) gives VR notice — mandatory step?,<b>Rule:</b> ADVISE him of the option to CONTINUE with same pay scale + service benefits; process VR only if he does NOT withdraw.<br><br><b>Hinglish:</b> Divyang-ko-theharne-ka-vikalp-batao.<br><br><b>Ref:</b> Rule 43(5),CCS_Pension Rule_43 RPwD Bare_Text_Verified CCS_Pension::Rule_43 Priority::High,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,Basic,HIGH,Rule 43(5),CCS21-ec4f33df
The voluntary-retirement rule's sub-rule (6)(7): VR withdrawal needs{{c1::specific approval}}+ request{{c2::≥15 days before VR date}}; voluntary-retirement does NOT apply to{{c3::SVRS retirees + permanent/immediate PSU absorption joiners}}.,"<b>Rule:</b> Withdrawal is barred by default; exclusion keeps VR distinct from special-scheme exits.<br><br><b>Hinglish:</b> Wapsi-vishesh-anumati-se; vishesh-yojana-bahar.<br><br><b>Ref:</b> Rule 43(6), (7); Rule 43(6); Rule 7; Rule 43",CCS_Pension Rule_43 Voluntary_Retirement Bare_Text_Verified CCS_Pension::Rule_43 Priority::High,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,Cloze,HIGH,"Rule 43(6), (7)",CCS21-edf24653
The gratuity-distribution rule's sub-rule (4): female member marries/remarries (or brother turns 18) AFTER the servant's death but BEFORE receiving gratuity — share lost?,<b>Rule:</b> NO — right to the share is NOT affected by post-death marriage/majority. Vests at death.<br><br><b>Hinglish:</b> Maut-par-haq-pakka — baad-ki-shaadi-bekar.<br><br><b>Ref:</b> Rule 47(4),CCS_Pension Rule_47 Gratuity Bare_Text_Verified CCS_Pension::Rule_47 Priority::High,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Basic,HIGH,Rule 47(4),CCS21-ef525959
The gratuity-distribution rule's sub-rule (8): one eligible member hasn't filed Form-9 gratuity claim — others must wait?,<b>Rule:</b> NO — process others WITHOUT linking; the missing claim is processed when received. De-linked sanction.<br><br><b>Hinglish:</b> Ek-ka-daava-ruke to baaki-na-ruke.<br><br><b>Ref:</b> Rule 47(8),CCS_Pension Rule_47 Form_9 Bare_Text_Verified CCS_Pension::Rule_47 Priority::Medium,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Basic,MEDIUM,Rule 47(8),CCS21-8d716c7a
The gratuity-distribution rule's sub-rule (7) VERIFIES Format 7 ={{c1::indemnity bond for up to 20% of a minor's gratuity share WITHOUT guardianship certificate}}(balance on certificate).,"<b>Rule:</b> Natural guardian paid directly (the gratuity-distribution rule's sub-rule ); no natural guardian → 20% on Format-7 bond, rest on certificate.<br><br><b>Hinglish:</b> Format-7 = nabalik-20-pratishat-muchalka.<br><br><b>Ref:</b> Rule 47(5)-(7); Rule 47(7); Rule 47(6)",CCS_Pension Rule_47 Format_7 Bare_Text_Verified CCS_Pension::Rule_47 Priority::High,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,Cloze,HIGH,"Rule 47(5), (6), (7)",CCS21-4ee4c58c
"VERBATIM QUIRK — The family-pension rule's sub-rule (9)(h)(iii) cites 'clause (e)' for disabled children and its proviso cites 'clause (d)' for twins (actual clauses: eighth, and (g)). Exam handling?",<b>Rule:</b> Quote VERBATIM as printed; add one-line note ('cross-ref appears for /'). Same family as the family-pension-Expl '-for-' quirk. Never silently 'correct' Gazette text in answers.<br><br><b>Hinglish:</b> Chhapa-jaisa-bolo — sudhaar-note-me.<br><br><b>Ref:</b> Rule 50(9)(h)(iii); Rule 50(10); Rule 50(h); Rule 50(g); Rule 50(1); Rule 50(2),CCS_Pension Rule_50 Exam_Trap Bare_Text_Verified CCS_Pension::Rule_50 Priority::Medium,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,Basic,MEDIUM,Rule 50(9)(h)(iii),CCS21-c5cc261d
RESOLVED — The definition rule's Explanation (1): induction-training service counts only if{{c1::training was ESSENTIAL for appointment}}+{{c2::salary/stipend was paid}}+{{c3::period was QS-eligible under the 1972 Rules}}.,<b>Rule:</b> All 3 cumulative; training on/before 31.12.2003 + regular appointment after. Old placeholder card replaced.<br><br><b>Hinglish:</b> Prashikshan-anivarya + vetan + 1972-me-ginya.<br><br><b>Ref:</b> Rule 2 Explanation (1); Rule 2,CCS_Pension Rule_02_Exp1 Bare_Text_Verified CCS_Pension::Rule_02 Priority::High CCS_Pension::Rule_02_Exp1,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 2 Explanation (1),CCS21-c3fcbb6b
RESOLVED — The interpretation rule's sub-rule (1)(u): the 4 PDA channels are{{c1::RBI-selected Banks (CGA-specified)}}+{{c2::Post Office}}+{{c3::Treasury (incl. sub-treasury)}}+{{c4::Accounts Officer}}.,<b>Rule:</b> Verbatim 4; PPO + CPAO Special Seal Authority routes payment through any of them. Old placeholder card replaced.<br><br><b>Hinglish:</b> Bank-dak-tijori-lekha — chaar-dwaar.<br><br><b>Ref:</b> Rule 3(1)(u); Rule 3(1),CCS_Pension Rule_03_1_u Bare_Text_Verified CCS_Pension::Rule_03 Priority::Medium CCS_Pension::Rule_03_1_u,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,MEDIUM,Rule 3(1)(u),CCS21-fb5dd9c8
"The interpretation rule holds{{c1::26}}definitions (a)-(z); the last, (z), is{{c2::Treasury includes a Sub-Treasury}}.",<b>Rule:</b> Enumeration proof Accounts Officer … (z) Treasury. 'Pension' (t) includes gratuity but excludes DR.<br><br><b>Hinglish:</b> Chhabbis-paribhasha — a-se-z.<br><br><b>Ref:</b> Rule 3(1)(a)-(z); Rule 3; Rule 3(a),CCS_Pension Rule_03 Enumeration Bare_Text_Verified CCS_Pension::Rule_03 Priority::Medium,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,MEDIUM,Rule 3,CCS21-cc24002b
The transfer-election rule's sub-rule (2)(3): the 6-month pension-rules election must be{{c1::in writing to the transfer-ordering authority}}and is{{c2::FINAL once exercised}}.,"<b>Rule:</b> transfer-election proviso gives the window (6 months from transfer order or return from leave, whichever later) is the paper-form locks it.<br><br><b>Hinglish:</b> Likhit-vikalp — ek-baar-akit.<br><br><b>Ref:</b> Rule 4(2), (3); Rule 4(2); Rule 3; Rule 4(1); Rule 4(3)",CCS_Pension Rule_04 Election Bare_Text_Verified CCS_Pension::Rule_04 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,"Rule 4(2), (3)",CCS21-85e14203
"CORRECTION — The time-computation rule's sub-rule (2): retirement/death DAY counts as{{c1::the last COMPLETED working day}}; but if the servant was on{{c2::leave/absence/suspension}}, that day is{{c3::part of such leave/absence/suspension}}.","<b>Rule:</b> Day-counting rule, NOT a death-benefit/rule — the old card's cross-ref was misplaced and is deleted.<br><br><b>Hinglish:</b> Aakhri-din-poora-gina — chhutti-me-daba-to-chhutti.<br><br><b>Ref:</b> Rule 5(2); Rule 87(2)(c)",CCS_Pension Rule_05 Correction Bare_Text_Verified CCS_Pension::Rule_05 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 5(2),CCS21-0842250a
SCENARIO — Servant under suspension dies on 10.05.2025. Is 10.05.2025 a 'completed working day' for pension?,<b>Rule:</b> NO as duty — time-computation proviso folds it into the SUSPENSION spell; the day still anchors death benefits but keeps its suspension character.<br><br><b>Hinglish:</b> Nilamban-me-maut — din-nilamban-ka.<br><br><b>Ref:</b> Rule 5(2) proviso; Rule 5(2),CCS_Pension Rule_05 Application Bare_Text_Verified CCS_Pension::Rule_05 Priority::Medium,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Basic,MEDIUM,Rule 5(2),CCS21-0c514b93
RESOLVED — The single-pension rule's sub-rule (2): re-employed superannuation/retiring/CR pensioner or CA-holder earns{{c1::NO separate pension/gratuity for re-employment}}— except via{{c2::(civil) / (military)}}.,<b>Rule:</b> Opens 'Except as provided in the civil-return rule or the military-counting rule'. Old placeholder card replaced.<br><br><b>Hinglish:</b> Dobara-naukri-par-doosri-pension-nahi.<br><br><b>Ref:</b> Rule 6(2); Rule 19; Rule 20,CCS_Pension Rule_06 Re_Employment Bare_Text_Verified CCS_Pension::Rule_06 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 6(2),CCS21-e0d48915
"The single-pension rule's sub-rule (2) proviso: prior AB/PSU service (joined Govt with proper permission, on/before 31.12.2003) earns{{c1::Govt pension/gratuity IN ADDITION to AB/PSU benefits}}— capped so total gratuity{{c2::never exceeds single-employer-equivalent on Govt retirement emoluments}}.",<b>Rule:</b> Dual benefits allowed; gratuity computed as if entire service under Govt. Expl-2: AB/PSU pays its own pension share — zero Govt liability for that spell.<br><br><b>Hinglish:</b> Pehle-PSU-phir-Sarkar — dono-laabh-seema-me.<br><br><b>Ref:</b> Rule 6(2) provisos; Explanation-2; Rule 6(2),CCS_Pension Rule_06 AB_PSU Bare_Text_Verified CCS_Pension::Rule_06 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 6(2),CCS21-1417632a
The single-pension rule's sub-rule (2) Explanation-1: 'proper permission' from the AB/PSU means{{c1::applied with previous permission}}+{{c2::relieving order records resignation-to-join-Govt with permission}}.,<b>Rule:</b> Both limbs documentary; without them the single-pension dual-benefit proviso fails.<br><br><b>Hinglish:</b> Pehle-anumati-phir-aavedan — kagaz-par-darj.<br><br><b>Ref:</b> Rule 6(2) Explanation-1; Rule 6(2),CCS_Pension Rule_06 AB_PSU Bare_Text_Verified CCS_Pension::Rule_06 Priority::Medium,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,MEDIUM,Rule 6(2),CCS21-01274558
The conduct rule's sub-rule (4)all 2 clauses: retired intel/security-org (RTI 2nd Sch.) personnel need{{c1::prior HoO clearance}}before publishing{{c2::domain + sensitive material}}; breach of the{{c3::Format-1 undertaking}}={{c4::grave misconduct}}.,"<b>Rule:</b> Domain = org work + personnel/expertise; sensitive = sovereignty/security/strategy/economy/foreign-relations/intel-gathering/offence-incitement. CORRECT home of Format 1.<br><br><b>Hinglish:</b> Jasusi-mahakma — chhape-se-pehle-anumati.<br><br><b>Ref:</b> Rule 7(4)(a), (b); Rule 7(4); Rule 7(a)-(b)",CCS_Pension Rule_07 Format_1 Bare_Text_Verified CCS_Pension::Rule_07 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,"Rule 7(4)(a), (b)",CCS21-3e7964e7
CORRECTION — Format 1 belongs to{{c1::the conduct rule's sub-rule (4)(b) (intel-org non-publication undertaking)}}— NOT the commercial-employment rule. commercial-employment uses{{c2::Form 1 (application) + Form 2 (checklist)}}.,"<b>Rule:</b> The old 'Format 1 ↔ the commercial-employment rule' Reversed card was WRONG and is deleted. Undertaking in DUPLICATE at transfer: service-book copy + org copy — the conduct rule's sub-rule.<br><br><b>Hinglish:</b> Format-1 = gupt-muchalka; Form-1/2 = vyapar-anumati.<br><br><b>Ref:</b> Rule 7(4)(b), (c); Rule 9(1), (5); Rule 7(4)(b); Rule 9; Rule 7(4)(c); Rule 7(4); Rule 7(c)",CCS_Pension Format_1 Rule_07 Rule_09 Correction Bare_Text_Verified CCS_Pension::Rule_07 Priority::Critical,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,CRITICAL,Rule 7(4); Rule 9,CCS21-91ab1fd8
Do minor-penalty proceedings continued after retirement affect pension/gratuity?,"<b>Rule:</b> NO EFFECT — minor-penalty proceedings are pension-neutral. Contrast major-penalty proceedings → provisional pension.<br><br><b>Hinglish:</b> Solah-nirdosh — chaudah-rok.<br><br><b>Trap:</b> Minor-penalty vs major-penalty.<br><br><b>Ref:</b> Rule 8(2)(b), (3); CCS (CCA) Rules 14 (major), 16 (minor)",CCS_Pension Rule_08 CCA Exam_Trap Bare_Text_Verified CCS_Pension::Rule_08 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Basic,HIGH,Rule 8(2)(b),CCS21-1972cb53
The proceedings rule's sub-rule (2)(c): post-retirement proceedings need{{c1::President's sanction in Format 2}}+ event within{{c2::4 years}}+{{c3::President-directed authority/place + dismissal-grade procedure}}+ charges memo in{{c4::Format 3}}.,"<b>Rule:</b> Formats 2 AND 3 VERIFIED — only Format pending list now EMPTY (2,3 were the last).<br><br><b>Hinglish:</b> Sewanivritt-ke-baad-anushasan — Rashtrapati-anumati-Format-2.<br><br><b>Ref:</b> Rule 8(2)(c); Rule 8(2)",CCS_Pension Rule_08 Format_2 Format_3 Bare_Text_Verified CCS_Pension::Rule_08 Priority::Critical,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,CRITICAL,Rule 8(2)(c),CCS21-24c842cd
The proceedings rule's sub-rule (2)(d): full-fledged enquiry WITH show-cause during proceedings → second show-cause before proceedings action?,<b>Rule:</b> NOT necessary — one fair opportunity suffices. (No-enquiry cases still need the conduct rule-analogous hearing discipline.)<br><br><b>Hinglish:</b> Ek-sunwai-kaafi — doosri-nahi.<br><br><b>Ref:</b> Rule 8(2)(d); Rule 8(2); Rule 8(1); Rule 7,CCS_Pension Rule_08 Procedure Bare_Text_Verified CCS_Pension::Rule_08 Priority::Medium,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Basic,MEDIUM,Rule 8(2)(d),CCS21-c58a00f9
The proceedings rule's sub-rule (4)(d): misconduct under INVESTIGATION (or proceedings merely contemplated) at retirement — provisional or full benefits?,<b>Rule:</b> FULL pension + gratuity per the pension-payment rule — proceedings provisional track needs INSTITUTED proceedings. Later institution follows the proceedings rule's sub-rule (sanction + 4-year bar).<br><br><b>Hinglish:</b> Jaanch-chal-rahi — poora-laabh; shuru-nahi to rok-nahi.<br><br><b>Trap:</b> Investigation ≠ institution.<br><br><b>Ref:</b> Rule 8(4)(d); Rule 8(4); Rule 63; Rule 8(2),CCS_Pension Rule_08 Provisional_Pension Exam_Trap Bare_Text_Verified CCS_Pension::Rule_08 Priority::Critical,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Basic,CRITICAL,Rule 8(4)(d),CCS21-7fef6c9f
The proceedings rule's sub-rule (5): provisional pension is{{c1::adjusted against final benefits}}but NEVER recovered if{{c2::final &lt; provisional (or reduced/withheld)}}.,<b>Rule:</b> One-way street favouring the pensioner — mirrors its provisional-pension counterpart no-refund logic.<br><br><b>Hinglish:</b> Zyada-mila to wapas-nahi.<br><br><b>Ref:</b> Rule 8(5); Rule 62,CCS_Pension Rule_08 Provisional_Pension Bare_Text_Verified CCS_Pension::Rule_08 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 8(5),CCS21-a02e803e
The proceedings rule's sub-rule (6): pecuniary-loss recovery from pension ordinarily ≤{{c1::one-third of pension on retirement date}}.,<b>Rule:</b> 'Not ordinarily' = soft cap where President spares pension but orders loss-recovery.<br><br><b>Hinglish:</b> Nuksaan-vasooli — tihayi-se-kam.<br><br><b>Ref:</b> Rule 8(6),CCS_Pension Rule_08 Recovery Bare_Text_Verified CCS_Pension::Rule_08 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 8(6),CCS21-e5b09c14
"The proceedings rule's sub-rule (7) REVISE vs REVIEW: revise ={{c1::call records anytime, confirm/modify/set-aside/remit}}; review ={{c2::extenuating circumstances or NEW material changing the case's nature}}; both need{{c3::UPSC + no enhancement without representation}}.","<b>Rule:</b> President's dual corrective jurisdiction; enhancement always needs hearing + UPSC.<br><br><b>Hinglish:</b> Revison-record-se; review-naye-tathya-se.<br><br><b>Ref:</b> Rule 8(7), (8); Rule 8(7); Rule 8(8)",CCS_Pension Rule_08 Revise_Review Bare_Text_Verified CCS_Pension::Rule_08 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,"Rule 8(7), (8)",CCS21-e45835aa
"The commercial-employment rule's sub-rule (6): if clean on factors all 6 clauses, Government{{c1::liberally permits directorship/consultancy/professional practice}}+{{c2::encourages scientific/literary/cultural/social/artistic work}}+{{c3::liberal for responsible posts}}+{{c4::no honorary-vs-paid distinction}}.",<b>Rule:</b> Pro-employment tilt once integrity/conflict gates pass. Note -NOC is outside this limb.<br><br><b>Hinglish:</b> Daag-nahi to udar-anumati.<br><br><b>Ref:</b> Rule 9(6); Rule 9(b)-(g); Rule 9(a),CCS_Pension Rule_09 Bare_Text_Verified CCS_Pension::Rule_09 Priority::Medium,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,MEDIUM,Rule 9(6),CCS21-50bcf02b
The commercial-employment rule's sub-rule (8) penalty for unapproved commercial employment weighs{{c1::financial circumstances}}+{{c2::nature/emoluments of the job}}+{{c3::any other factor}}— after{{c4::show-cause opportunity}}.,<b>Rule:</b> Whole/part pension for specified periods; pairs with the existing commercial-employment card's 'period of employment' limb.<br><br><b>Hinglish:</b> Bina-anumati-vyapar — haalat-dekh-dand.<br><br><b>Ref:</b> Rule 9(8) provisos; Rule 9(8),CCS_Pension Rule_09 Penalty Bare_Text_Verified CCS_Pension::Rule_09 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 9(8),CCS21-8013cade
The commercial-employment rule's sub-rule (1) provisos: LPR/refused-leave employment needs{{c1::NO fresh permission after retirement}}; negotiating during service needs{{c2::prior Ministry permission (special reasons only)}}.,<b>Rule:</b> Continuance is free; job-hunting in uniform is fenced.<br><br><b>Hinglish:</b> Chhutti-wali-naukri-jaari; naukri-me-saudaa-mana.<br><br><b>Ref:</b> Rule 9(1) provisos; Rule 9(1),CCS_Pension Rule_09 Bare_Text_Verified CCS_Pension::Rule_09 Priority::Medium,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,MEDIUM,Rule 9(1),CCS21-3e8477d0
The commercial-employment rule's Explanation the commercial-employment rule: 'practice' = commercial employment if{{c1::unqualified + relatable to official knowledge}}OR{{c2::qualified but unfair advantage via past position}}OR{{c3::liaison/contact work with Govt offices}}.,<b>Rule:</b> Closes the 'self-employed consultant' escape route. the commercial-employment rule covers company/co-op/firm/agency/directorship (excl. Govt-owned bodies).<br><br><b>Hinglish:</b> Salahkaar-bhi-vyapar — teen-soorat.<br><br><b>Ref:</b> Rule 9 Explanation (a); Rule 9; Rule 9(a)(ii); Rule 9(a)(i),CCS_Pension Rule_09 Definition Bare_Text_Verified CCS_Pension::Rule_09 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 9 Explanation (a),CCS21-c6504e95
TRAP — The commercial-employment rule's Explanation (b): re-employed-without-break Group-A retiree's 'date of retirement' ={{c1::final cessation of re-employment}}— so the 1-year cooling clock{{c2::starts only then}}.,"<b>Rule:</b> Back-to-back Group-A/equivalent re-employment postpones the cooling period, not just the pension.<br><br><b>Hinglish:</b> Lagataar-naukri — thandak-ghadi-ruki.<br><br><b>Ref:</b> Rule 9 Explanation (b); Rule 9",CCS_Pension Rule_09 Exam_Trap Bare_Text_Verified CCS_Pension::Rule_09 Priority::High,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,HIGH,Rule 9 Explanation (b),CCS21-16de1e94
The commercial-employment rule's sub-rule (4) + (9): applications processed under{{c1::Transaction of Business Rules 1961 + Govt instructions}}; EVERY order{{c2::communicated to the pensioner}}.,"<b>Rule:</b> Procedure + communication tail; Ministry keeps the commercial-employment rule's sub-rule Form-2 checklist (already carded).<br><br><b>Hinglish:</b> Kaam-bantvaara-niyam + har-aadesh-suchit.<br><br><b>Ref:</b> Rule 9(4), (9); Rule 9(4); Rule 9(5)",CCS_Pension Rule_09 Bare_Text_Verified CCS_Pension::Rule_09 Priority::Medium,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,Cloze,MEDIUM,"Rule 9(4), (9)",CCS21-11b9d334
